# ----------------------------------------
# All Web Site Data
# Pages
# 20181001-20220722
# ----------------------------------------

Page,Page Views,Unique Page Views,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/what-is-mixed-content/,"196,510","173,280",00:02:48,"154,252",82.11%,77.01%,US$0.00
/button-name/,"189,854","166,338",00:04:49,"109,416",55.33%,47.90%,US$0.00
/why-speed-matters/,"186,841","159,423",00:01:59,"110,016",60.30%,51.64%,US$0.00
/meta-description/,"184,223","160,881",00:05:05,"99,029",62.08%,54.07%,US$0.00
/maskable-icon/,"174,718","147,052",00:03:45,"106,021",73.00%,64.44%,US$0.00
/preload-critical-assets/,"172,660","155,907",00:04:08,"62,371",69.82%,54.65%,US$0.00
/code-splitting-suspense/,"168,210","146,581",00:04:11,"111,877",71.45%,66.72%,US$0.00
/reduce-javascript-payloads-with-code-splitting/,"165,240","149,428",00:02:24,"32,315",63.27%,40.36%,US$0.00
/react/,"163,113","136,237",00:00:45,"47,409",63.92%,33.29%,US$0.00
/critical-request-chains/,"161,904","141,159",00:03:21,"83,279",57.43%,49.30%,US$0.00
/fixing-mixed-content/,"159,499","140,987",00:02:59,"124,854",82.56%,77.23%,US$0.00
/preload-responsive-images/,"157,068","137,562",00:03:35,"112,563",79.38%,71.75%,US$0.00
/codelab-preload-web-fonts/,"156,691","140,960",00:05:10,"69,757",79.97%,61.71%,US$0.00
/use-imagemin-to-compress-images/,"153,078","133,600",00:02:37,"33,266",63.61%,43.86%,US$0.00
/extract-critical-css/,"150,174","125,019",00:03:10,"84,194",69.16%,59.37%,US$0.00
/referrer-best-practices/,"147,313","130,164",00:02:01,"98,903",81.48%,66.38%,US$0.00
/lazy-loading-images/,"146,271","128,811",00:03:02,"69,142",75.45%,62.41%,US$0.00
/redirects/,"145,634","124,194",00:02:49,"67,130",66.06%,49.93%,US$0.00
/serial/,"145,545","121,476",00:02:44,"94,424",78.64%,63.44%,US$0.00
/codelab-serve-images-webp/,"145,217","126,972",00:04:16,"24,846",69.73%,52.32%,US$0.00
/codelab-make-installable/,"145,084","122,988",00:02:34,"22,427",61.28%,42.05%,US$0.00
/label/,"144,769","119,293",00:04:56,"62,578",54.91%,44.00%,US$0.00
/metrics/,"144,033","114,983",00:00:44,"32,414",48.16%,23.38%,US$0.00
/bfcache/,"143,168","122,225",00:03:04,"102,046",79.24%,69.13%,US$0.00
/uses-http2/,"143,032","118,529",00:04:18,"85,019",62.97%,57.16%,US$0.00
/image-cdns/,"141,658","127,637",00:02:38,"53,788",74.20%,50.68%,US$0.00
/iframe-lazy-loading/,"138,615","121,562",00:02:43,"101,037",75.61%,68.53%,US$0.00
/chrome-ux-report-data-studio-dashboard/,"138,531","109,371",00:03:07,"83,824",66.41%,59.47%,US$0.00
/promote-install/,"137,859","118,508",00:01:54,"39,922",55.71%,38.48%,US$0.00
/async-clipboard/,"137,423","115,816",00:03:20,"100,143",81.59%,72.53%,US$0.00
/use-lighthouse-for-performance-budgets/,"134,701","116,373",00:03:07,"74,236",66.90%,56.35%,US$0.00
/app-like-pwas/,"131,334","115,314",00:01:45,"43,457",67.81%,44.52%,US$0.00
/prefers-color-scheme/,"131,228","109,879",00:01:57,"78,985",75.03%,60.70%,US$0.00
/hacked/,"130,986","100,776",00:01:02,"95,002",42.69%,47.14%,US$0.00
/link-text/,"130,495","112,744",00:05:12,"76,744",68.77%,59.55%,US$0.00
/nfc/,"130,015","105,960",00:01:42,"74,038",62.73%,49.75%,US$0.00
/tags/case-study/,"129,303","99,958",00:00:47,"21,469",48.91%,25.40%,US$0.00
/serve-images-webp/,"127,078","114,791",00:03:15,"32,808",72.16%,51.13%,US$0.00
/covid19/,"126,501","106,279",00:01:27,"92,556",62.62%,61.47%,US$0.00
/learn/pwa/,"124,282","98,478",00:01:18,"41,459",32.23%,34.91%,US$0.00
/aspect-ratio/,"122,473","109,327",00:03:12,"99,807",85.10%,80.96%,US$0.00
/same-site-same-origin/,"121,501","105,221",00:02:41,"73,166",77.36%,64.25%,US$0.00
/get-installed-related-apps/,"120,267","97,991",00:01:48,"66,675",60.48%,49.21%,US$0.00
/css-marker-pseudo-element/,"119,948","104,083",00:02:28,"91,416",83.57%,76.20%,US$0.00
/usb/,"119,831","98,963",00:03:22,"80,610",76.87%,67.44%,US$0.00
/color-and-contrast-accessibility/,"119,724","100,883",00:02:37,"88,666",82.90%,76.21%,US$0.00
/floc/,"118,533","99,122",00:02:14,"90,989",67.99%,67.19%,US$0.00
/no-vulnerable-libraries/,"117,338","98,823",00:04:18,"53,774",63.73%,50.68%,US$0.00
/sign-in-form-best-practices/,"115,775","98,168",00:01:43,"63,226",74.31%,55.16%,US$0.00
/control-focus-with-tabindex/,"114,891","102,348",00:03:40,"87,355",77.20%,76.52%,US$0.00
/maskable-icon-audit/,"114,508","94,090",00:03:43,"58,831",49.43%,43.93%,US$0.00
/first-meaningful-paint/,"113,775","98,138",00:01:45,"53,637",54.54%,42.03%,US$0.00
/angular/,"113,164","90,021",00:00:47,"49,060",55.10%,36.79%,US$0.00
/shows/web-dev-live-day-1/,"113,107","93,898",00:00:49,"92,960",68.53%,68.29%,US$0.00
/service-worker/,"112,986","89,851",00:02:24,"55,548",45.54%,39.12%,US$0.00
/learn/forms/,"111,662","86,868",00:00:59,"43,073",32.10%,38.79%,US$0.00
/efficiently-load-third-party-javascript/,"111,539","100,985",00:03:20,"46,246",72.88%,56.20%,US$0.00
/third-party-facades/,"111,044","91,787",00:03:54,"69,911",70.07%,61.49%,US$0.00
/css-masking/,"107,263","93,692",00:02:31,"83,774",81.25%,77.22%,US$0.00
/samesite-cookies-explained,"106,965","97,761",00:19:35,"94,144",36.30%,86.70%,US$0.00
/cache-api-quick-guide/,"106,600","93,951",00:02:10,"58,774",78.49%,63.16%,US$0.00
/installable-manifest/,"105,904","84,353",00:02:39,"53,667",45.08%,38.31%,US$0.00
/learn/css/selectors/,"103,533","86,329",00:05:18,"30,608",40.82%,43.84%,US$0.00
/tap-targets/,"102,217","90,499",00:04:24,"41,521",65.53%,49.92%,US$0.00
/avoid-invisible-text/,"102,068","91,597",00:03:06,"15,941",62.51%,39.97%,US$0.00
/state-of-css-2022/,"101,738","85,957",00:04:04,"82,672",85.55%,80.25%,US$0.00
/trusted-types/,"99,658","83,881",00:01:40,"60,873",74.32%,60.35%,US$0.00
/native-lazy-loading,"98,864","88,736",00:11:42,"83,019",40.58%,81.20%,US$0.00
/meta-viewport/,"98,837","85,759",00:04:31,"50,427",70.56%,54.80%,US$0.00
/coop-coep/,"97,820","82,314",00:02:03,"49,100",67.95%,51.54%,US$0.00
/long-tasks-devtools/,"96,966","86,523",00:03:49,"49,746",66.80%,56.45%,US$0.00
/virtualize-long-lists-react-window/,"94,437","80,316",00:02:52,"62,357",78.48%,69.21%,US$0.00
/load-fast-enough-for-pwa/,"94,236","80,182",00:02:12,"53,632",61.67%,55.74%,US$0.00
/monitor-total-page-memory-usage/,"94,039","80,846",00:01:47,"53,615",73.82%,59.78%,US$0.00
/lighthouse-whats-new-6.0/,"92,249","72,986",00:01:40,"47,861",57.27%,51.17%,US$0.00
/min-max-clamp/,"92,084","81,497",00:03:06,"71,653",84.00%,77.71%,US$0.00
/themed-omnibox/,"91,972","78,855",00:02:44,"43,573",48.83%,38.74%,US$0.00
/drive-business-success/,"90,893","81,060",00:02:34,"18,388",68.05%,38.05%,US$0.00
/robots-txt/,"89,542","78,199",00:04:11,"45,260",70.54%,55.98%,US$0.00
/using-a-pwa-in-your-android-app/,"88,826","77,836",00:01:38,"28,689",71.03%,45.40%,US$0.00
/native-file-system/,"88,697","64,923",00:02:35,"56,587",66.07%,64.12%,US$0.00
/about,"86,776","70,184",00:01:00,"10,254",16.86%,22.41%,US$0.00
/resize-observer/,"86,359","74,387",00:02:06,"65,857",81.64%,75.97%,US$0.00
/optimize-fid/,"86,072","75,180",00:01:57,"24,320",59.44%,36.18%,US$0.00
/defining-core-web-vitals-thresholds/,"85,649","77,094",00:02:07,"30,130",51.99%,40.67%,US$0.00
/heading-order/,"83,731","75,390",00:05:44,"40,710",63.46%,50.87%,US$0.00
/reduce-network-payloads-using-text-compression/,"83,466","77,248",00:02:46,"8,177",56.05%,38.80%,US$0.00
/viewport/,"82,960","72,856",00:03:20,"52,507",72.26%,61.15%,US$0.00
/optimize-webfont-loading/,"82,526","74,200",00:02:43,"42,739",71.94%,55.67%,US$0.00
/labels-and-text-alternatives/,"82,110","75,995",00:04:58,"12,738",70.20%,47.34%,US$0.00
/blog,"81,630","60,130",00:00:40,"10,217",17.30%,17.76%,US$0.00
/centering-in-css/,"81,625","73,751",00:02:42,"59,778",83.72%,75.83%,US$0.00
/code-splitting-with-dynamic-imports-in-nextjs/,"81,385","69,430",00:02:37,"55,744",76.41%,69.73%,US$0.00
/offline-start-url/,"80,312","66,279",00:02:16,"41,381",43.24%,38.20%,US$0.00
/lazy-loading-video/,"80,125","70,753",00:03:35,"51,495",80.00%,69.45%,US$0.00
/strict-csp/,"79,498","66,628",00:04:12,"53,553",77.26%,69.76%,US$0.00
/hands-on-portals/,"78,730","63,315",00:01:45,"47,235",69.54%,59.17%,US$0.00
/offline-fallback-page/,"77,797","68,233",00:02:35,"23,112",72.43%,43.40%,US$0.00
/image-aspect-ratio/,"77,633","66,129",00:03:49,"35,689",58.15%,45.22%,US$0.00
/ps-on-the-web/,"77,607","68,188",00:03:27,"65,582",83.92%,81.44%,US$0.00
/define-install-strategy/,"77,338","69,374",00:01:39,"6,566",51.47%,23.11%,US$0.00
/no-document-write/,"76,522","66,647",00:04:10,"44,148",67.48%,58.36%,US$0.00
/offline-cookbook/,"75,944","64,884",00:02:27,"41,997",73.91%,56.27%,US$0.00
/use-lazysizes-to-lazyload-images/,"75,652","68,110",00:02:33,"17,737",62.82%,39.61%,US$0.00
/off-main-thread/,"75,464","69,648",00:02:25,"22,804",72.49%,47.30%,US$0.00
/errors-in-console/,"75,203","67,525",00:04:19,"26,649",65.53%,45.93%,US$0.00
/patterns/layout/,"75,053","63,751",00:03:39,"42,927",56.95%,60.95%,US$0.00
/splash-screen/,"74,825","63,199",00:02:24,"36,501",45.14%,37.17%,US$0.00
/contact-picker/,"74,400","61,592",00:01:22,"42,397",62.69%,50.29%,US$0.00
/trust-tokens/,"73,325","63,040",00:01:53,"48,277",70.46%,61.27%,US$0.00
/text-fragments/,"72,826","60,335",00:01:14,"38,686",74.15%,52.78%,US$0.00
/websocketstream/,"72,087","63,277",00:01:10,"41,471",79.48%,57.59%,US$0.00
/image-alt/,"71,830","64,641",00:03:36,"24,711",62.24%,40.49%,US$0.00
/evolving-cls/,"71,471","62,940",00:02:47,"38,642",73.29%,61.54%,US$0.00
/unminified-javascript/,"70,235","60,650",00:02:55,"28,680",60.71%,43.81%,US$0.00
/webtransport/,"70,084","59,783",00:01:39,"40,774",77.02%,57.95%,US$0.00
/lazy-loading/,"69,538","63,107",00:01:25,"25,314",63.07%,38.31%,US$0.00
/color-scheme/,"69,177","60,331",00:01:46,"42,718",75.92%,61.75%,US$0.00
/non-composited-animations/,"69,135","61,172",00:04:15,"41,916",69.47%,60.63%,US$0.00
/new-responsive/,"69,021","61,360",00:04:06,"53,712",78.43%,74.68%,US$0.00
/learn/css/flexbox/,"68,526","60,018",00:04:25,"28,947",30.83%,56.08%,US$0.00
/stale-while-revalidate/,"68,102","58,452",00:02:10,"45,955",77.26%,66.85%,US$0.00
/add-manifest-react/,"67,757","59,659",00:02:44,"51,064",79.50%,73.58%,US$0.00
/periodic-background-sync/,"67,533","56,943",00:01:34,"25,504",65.88%,41.95%,US$0.00
/web-share-target/,"67,445","56,091",00:01:47,"23,226",59.47%,40.32%,US$0.00
/apple-touch-icon/,"67,350","59,577",00:03:35,"34,095",55.20%,46.05%,US$0.00
/web-bundles/,"67,261","56,248",00:01:52,"41,209",73.88%,61.95%,US$0.00
/migrate-to-ua-ch/,"66,628","56,678",00:03:42,"52,450",76.54%,74.11%,US$0.00
/reliable/,"66,448","56,640",00:00:46,"5,101",48.77%,18.95%,US$0.00
/payments/,"66,410","53,540",00:00:38,"18,641",57.22%,27.26%,US$0.00
/route-preloading-in-angular/,"66,060","57,079",00:02:26,"40,082",74.03%,63.95%,US$0.00
/serve-images-with-correct-dimensions/,"66,014","61,029",00:02:31,"6,524",56.74%,35.61%,US$0.00
/podcasts/,"65,688","53,033",00:01:47,"28,872",46.77%,54.85%,US$0.00
/app-shortcuts/,"65,608","57,262",00:01:40,"21,955",62.76%,38.72%,US$0.00
/fetch-upload-streaming/,"65,224","57,694",00:01:41,"41,173",81.07%,62.87%,US$0.00
/fetch-metadata/,"64,889","57,565",00:01:09,"30,277",72.91%,47.45%,US$0.00
/minify-css/,"64,755","57,754",00:02:50,"16,222",69.64%,43.60%,US$0.00
/streams/,"63,926","55,200",00:01:35,"39,753",79.25%,62.45%,US$0.00
/tti/,"63,309","54,450",00:02:15,"18,985",61.91%,38.67%,US$0.00
/csp/,"63,195","57,110",00:05:47,"54,732",89.75%,87.86%,US$0.00
/first-cpu-idle/,"62,681","55,946",00:01:42,"26,099",52.46%,38.79%,US$0.00
/patterns/web-vitals-patterns/,"62,481","53,232",00:02:10,"18,877",66.15%,43.99%,US$0.00
/prefers-reduced-motion/,"62,303","53,362",00:01:38,"38,505",78.52%,62.31%,US$0.00
/works-offline/,"62,259","52,123",00:02:33,"26,242",45.12%,40.05%,US$0.00
/publish-modern-javascript/,"61,966","54,787",00:02:16,"38,688",78.69%,63.49%,US$0.00
/preload-optional-fonts/,"61,877","53,500",00:04:06,"20,000",62.88%,47.84%,US$0.00
/schemeful-samesite/,"61,636","51,279",00:02:04,"33,811",76.38%,58.86%,US$0.00
/goibibo/,"61,617","52,483",00:01:05,"42,406",78.93%,67.85%,US$0.00
/lighthouse-accessibility/,"61,545","48,682",00:01:22,"21,339",56.35%,35.10%,US$0.00
/canonical/,"61,486","53,838",00:04:15,"27,469",65.03%,52.31%,US$0.00
/service-workers-cache-storage/,"61,081","53,468",00:02:10,"14,894",62.21%,41.15%,US$0.00
/shape-detection/,"60,965","48,807",00:01:28,"31,814",69.83%,52.48%,US$0.00
/route-level-code-splitting-in-angular/,"60,226","51,348",00:02:10,"29,604",65.04%,51.40%,US$0.00
/overloaded-server/,"59,781","53,514",00:01:13,"26,659",77.38%,51.08%,US$0.00
/badging-api/,"59,775","50,140",00:01:28,"25,558",66.32%,45.78%,US$0.00
/s/results,"59,709","47,416",00:00:21,"5,908",6.34%,10.70%,US$0.00
/learn/design/intro/,"59,612","49,318",00:03:11,"9,692",37.57%,33.34%,US$0.00
/fugu-status/,"59,531","49,775",00:01:38,"34,843",62.45%,52.41%,US$0.00
/video-and-source-tags/,"59,130","52,052",00:02:13,"38,194",81.29%,67.92%,US$0.00
/learn/css/the-cascade/,"58,188","49,358",00:04:12,"14,740",42.54%,35.75%,US$0.00
/render-blocking-resources,"58,029","51,436",00:03:56,"19,823",28.86%,38.20%,US$0.00
/media/,"57,522","45,443",00:00:44,"24,891",57.59%,35.41%,US$0.00
/commonjs-larger-bundles/,"57,308","50,075",00:02:13,"36,997",79.74%,66.56%,US$0.00
/performance-budgets-101/,"57,165","50,754",00:01:54,"15,277",62.21%,36.60%,US$0.00
/replace-gifs-with-videos/,"56,406","50,168",00:02:04,"30,727",76.95%,56.52%,US$0.00
/request-a-review/,"56,348","45,146",00:02:35,"43,247",73.55%,71.40%,US$0.00
/learn/css/grid/,"56,092","48,766",00:03:51,"21,546",40.30%,56.21%,US$0.00
/reduce-webfont-size/,"56,086","50,096",00:02:19,"26,429",74.90%,54.56%,US$0.00
/optimize-css-background-images-with-media-queries/,"56,067","49,659",00:02:48,"38,042",84.75%,70.52%,US$0.00
/offline-ux-design-guidelines/,"55,842","50,392",00:01:30,"28,782",82.92%,53.18%,US$0.00
/payment-and-address-form-best-practices/,"55,838","51,190",00:01:17,"15,612",72.80%,54.04%,US$0.00
/how-to-file-a-good-bug/,"55,720","47,406",00:01:11,"30,159",61.71%,49.77%,US$0.00
/vitals-measurement-getting-started/,"55,211","48,859",00:01:48,"12,745",41.97%,36.12%,US$0.00
/service-worker-caching-and-http-caching/,"55,063","49,896",00:01:20,"23,804",70.02%,41.60%,US$0.00
/multi-screen-window-placement/,"54,469","47,762",00:01:04,"21,770",61.82%,40.10%,US$0.00
/third-party-javascript/,"54,342","50,336",00:01:48,"3,599",44.50%,27.41%,US$0.00
/why-coop-coep/,"53,928","47,054",00:02:06,"32,584",69.96%,59.10%,US$0.00
/react,"53,898","42,222",00:01:41,"26,072",33.95%,40.87%,US$0.00
/route-prefetching-in-nextjs/,"53,696","45,515",00:02:13,"33,552",75.17%,64.45%,US$0.00
/gpu/,"53,678","41,894",00:03:13,"38,287",75.10%,69.98%,US$0.00
/appcache-removal/,"52,882","43,168",00:01:44,"29,259",70.42%,54.87%,US$0.00
/frame-title/,"52,800","47,962",00:04:09,"30,549",68.77%,54.49%,US$0.00
/fast-playback-with-preload/,"52,748","45,824",00:02:38,"33,912",80.68%,66.40%,US$0.00
/efficient-animated-content/,"52,640","44,982",00:03:20,"29,581",63.86%,52.15%,US$0.00
/csp-xss/,"52,451","47,363",00:05:47,"35,268",69.95%,64.95%,US$0.00
/lcp-lazy-loading/,"52,267","47,748",00:05:32,"38,331",78.60%,72.18%,US$0.00
/unminified-css/,"51,926","46,366",00:01:59,"19,362",47.48%,32.78%,US$0.00
/html-has-lang/,"51,437","46,406",00:03:42,"24,936",57.77%,43.54%,US$0.00
/choose-the-right-image-format/,"51,344","46,249",00:02:20,"7,420",64.29%,32.00%,US$0.00
/prerender-with-react-snap/,"51,336","43,278",00:02:26,"33,500",76.10%,66.81%,US$0.00
/learn/design/media-queries/,"51,113","44,044",00:03:14,"12,938",35.71%,41.74%,US$0.00
/is-on-https/,"50,576","46,305",00:02:16,"12,279",59.30%,35.43%,US$0.00
/accessible-tap-targets/,"50,501","46,056",00:02:50,"14,260",76.21%,58.43%,US$0.00
/discoverable/,"50,492","43,532",00:00:41,"11,566",54.33%,25.09%,US$0.00
/bypass/,"48,938","38,429",00:01:57,"21,228",32.95%,26.63%,US$0.00
/sms-otp-form/,"48,900","42,695",00:02:03,"28,543",77.05%,59.39%,US$0.00
/idle-detection/,"48,861","42,702",00:00:58,"21,932",71.99%,45.50%,US$0.00
/inp/,"48,670","42,981",00:03:48,"33,225",77.88%,70.44%,US$0.00
/local-fonts/,"48,238","42,826",00:00:46,"14,655",64.71%,31.50%,US$0.00
/declarative-shadow-dom/,"48,215","42,187",00:01:49,"30,665",78.74%,63.23%,US$0.00
/building-a-sidenav-component/,"48,160","41,536",00:02:07,"27,740",75.62%,61.27%,US$0.00
/structured-clone/,"48,156","43,121",00:04:12,"40,711",87.77%,84.38%,US$0.00
/backdrop-filter/,"48,106","41,764",00:01:27,"32,377",80.80%,67.52%,US$0.00
/ttfb/,"48,075","42,159",00:03:08,"24,424",73.84%,61.29%,US$0.00
/preconnect-and-dns-prefetch/,"47,440","41,982",00:02:48,"21,525",70.62%,53.08%,US$0.00
/cross-origin-isolation-guide/,"47,417","37,827",00:03:18,"32,979",68.89%,64.84%,US$0.00
